name,ownerAddress,publicKey,effectiveness,attestations
DappnodeSim,0x8C9bdbf68e52226448367c00948333Dda7d9bA20,f05115ce474ceb6b6807f0c64aeb91501742ac1e9cc35b57737fee01abb374c0,39,46
0XGenesisBlock,0xCdf2213F9ddDb28Ca1191ACF8425Ad8166674C50,b7e14ff6250f90a7c5f91afd7659083efd11182d260e235ba8a1340028187690,40,47
Goooodnes,0x657E0b58c30DB73874E655D20C05AF8d484C271B,ffad43e306c8d64c01fdae0e89a93bf6987161a85c716dc419ea2764a598a845,40,47
0XGenesisBlock2,0xCdf2213F9ddDb28Ca1191ACF8425Ad8166674C50,7383ff0415c6837efe7ff408963a276d489fd419febc17f7b7b72c763252f9b1,40,47
DAppNodeCujo,0xbd0e08F7D2576b2C7E30762Fe725dad63B2f9B78,2747ea567d547adf5a4e02e6670e56f9184526a6c0f8d565541f13480de70674,39,46
Alexzender,0xc72e53F6F7847337231CC6C16bDCAaf7427EAf8b,90c6ef23a0bca49769835209540e2d1bfb88457e02a3a4be8a1b5739e64470bd,40,47
DappNodeBitcoinLouie,0x782C93e1C530a283Ef738A58b5671A8fC2D8153f,f6f7d12b5e86d03bc1d99fb0dac8865c49383e32fbf54a3d6ecc579fe074eef2,39,46
DappNodestonp89,0xC5e1569772b2d425Ac9469d39F17341C01e1CF4c,2e6791816a3833427ddc54ac4ed79da5e38d0e212f902448af0fdb46a9f82a52,40,46
DappNodeinlak16,0x8FaE2DF5b0c5bBB7Fc31DdDEc9bf045C55642bD0,30d37437bd98f090cf170715294db5cceb0521d67ad99891ca9275afa701052c,39,46
DappNodePika,0x6a87704f2A34f7e8231E2d5b08842B1FFda4B6cd,fe70cbf1d1a9875cc4925026f85579f2177404e48ace661cc68f94e20aa17325,40,46
DappNodeOperator,0x40551E5738d2Ce282b658903a4a4ccA65eeF1f65,5d31b3605ee52a9b0db62c0223852e5d5a2948dc5670b08fca90f9f16e237b0a,40,46
0xGenesisBlock3,0xCdf2213F9ddDb28Ca1191ACF8425Ad8166674C50,d12e37a9f18d6aa6647703eff60dd047f6413653b0d67df42c174e57342ee8e4,40,47
0xGenesisBlock4,0xCdf2213F9ddDb28Ca1191ACF8425Ad8166674C50,bbb25f8c609ed3cdcbdafcbf6e16d45139567bea81336e4926472e6bcfc96c6c,40,47
0xGenesisBlock5,0xCdf2213F9ddDb28Ca1191ACF8425Ad8166674C50,15e55dad25ecd027a135362591b6df110b3fea4d96ed9532459f1ef5a28d7f73,40,47
Yffka,0x009a950545178ef53aDFDdD8C1a454Ebb339CE76,2ea57aa8440773fd684a6a9ee5ecc1a02b9fb6f9120f931167e06adbaf3121f6,40,47
alex777ss,0x02cC325c31bF5a230190340909f74Cd19925baDE,f3434a10ebb420dc79e5553ec3e032231d0b75effb5a3db7d971163b5d4d59c1,40,47
Miks,0x9d492DbE600b9b78153E93C6A71Cd01101E11dB3,c8ade81a253721079c3c4c8032d80a35e463274c16428e618abefe46889a0fc4,40,47
CryptoLEDI,0x2E4411829B5d1Ac82397ca5E0dddAf4eC117F3d2,d1a31c1a86406a3603a6252755e150167a9a6db41752857f5125eb28414a9d66,40,47
DAppNodeHofgutSchwar,0x1216ABe1028608B0EeAAb0635f4C56635F1d69f0,59ab787f9b97d95874093a65f57c2398bb984697e9f1a3769bb69227e5879ce1,40,47
Ellein,0x80d08a1b58A663cBaa9ddEf982A9f33B1a59a468,d6ef0c2df6e96bea5794e38e928b45973bfce15aef5615fedc87d0524ee31ca6,40,47
Autoset,0xA2D72CA0ba0A760acdA0fe332d6b693DDc79d4c3,06f4b7844154117cf1cf00d4a6982df579730a62e84f7cd0078c4c3e70626e7f,40,47
NodesGuru,0xb7E622231CEBEe6682fd78788127d6f038c8dAAB,cc463350b48524dfc5b6d05dbc7428a25aefd75eb15dea28fb3765a959dffcfe,40,46
pa1amar,0x8c279CA56e549200012a114064cAC06E29347cd4,3db976df5aca4517de66bb2fff5da0d6ee43646c5e2ae4145014c9065206f274,40,46
lirayoperator,0x623325528E0ddB4eDe477AFBFA238DF72F4A9F54,820034d75f89729df57c482387ce909dd934e1823b6a5303a3c1259f7c813e67,40,47
VTechIN,0xBa5b1aAF54FA2E9D3683dD3B37AB7256aFB60108,691dca6b1b73adc0df6443164af0cf6bdfae8bb4e52c43cb1ba0e29283a073bf,40,47
BloxStaking,0x19dF1e7a32931DB6176dE29b603917b7bAd37158,aa3fbe1203811cf3adfe2bb9e035c89eb31c35f74c54cc2123d50370b6188c4c,40,46
Adorid,0x406B0586AE5BdFf43678780356AB69D842C5B147,ea0d3c7fac88afea55551f0ef8ff161ad6e8c9314153b3b2d50e73df4fadf7a4,40,47
BloxStaking,0x5d25fdBad5D73D99805c79c3eD229a04983982c5,2529d1cef787a25f09be6199470f5e9fcb1e51bd770061502fb118f60bbda086,40,47
DappNodeMultitudes,0x7e5c0859737885a6786Aaa33B7aF1875e3319C23,9b4f437ef3ea16ebae7e4c5202bf761f44c0d2141625c474286ebfd6f5701a91,40,46
kalyzhnyy,0x9BC9916204f39F6B8A995Bc9Cc580DF2EEFD402C,5d9842e4ea97a10b41ed724fb6fdd03b29e1b3478222ee5663e413672b254b6e,40,47
Neukind,0x1faCF8439143B030259F7DAF8a9Af85716FB5FDC,1cd72b8bd001a88cfaccd8ff018c4e80b8e3425b70454174a01172b68b93557d,40,47
BadBlock,0x39e657b188b9906a74b4C7Ca13D31a8eaad33044,b85e23a0354c445652bc7bf51d32318dd0f62aaf78ed368d6191c9274592d407,40,46
i1off,0xfc26d2F9B331f95d46D6Fd05E12F80dDf7F5965D,220a6154eac6fe794d95c10b2956fac9657297972c83baf21669e22f13e1ca59,40,47
i1offnodeoperator,0xfc26d2F9B331f95d46D6Fd05E12F80dDf7F5965D,c2738e4f41f81c4bac1be2c5f0cd23e417a4de6a6e09308c7097adcaa19482cb,40,47
i1offnode,0xfc26d2F9B331f95d46D6Fd05E12F80dDf7F5965D,be675df00c6c0301523d02cceb35f3090a62468458bc61fc74608fcb4c5c7124,40,47
i1offoriginal,0xbA2f7c90F445C296360958e472027321afD72849,e8bf5cd5f2eea988010c65ef274f6aa27db2fd20d8049f26249d2e40db7a86c7,40,47
StakeCity,0x8A4f6c26e46ebfe1B25e6a3fcc877fB2901BCf5D,ebdff5ca22becf3ed7f6889d734fffea262a1b39992d8d21bcc9c1dd79afb13a,40,47
id577,0x311944e80915b08248111173671093623Fd74851,824c9778858e0d4017e488e6c8b1b053626e789c4a08b8292ce7cd8ce3fe947c,40,47
BloxStaking,0xcB4B47A00285d7Adee94fAAb507C034cf507E159,fe54b072e3721b1d019c9ba686610edd02f98a4d995a4357a9b522c92b10dd3b,40,47
DAppNode2amamu,0x263B072FF336CF091964e342969589D5ab372fAc,4470182a638be2fe4880c876696ace9d940f1891f2ad054279ab413ceb3890f4,40,46
ActionSSV,0x1F42c6114eE8C789b293885aA47AC5e38320E27c,cf72f71ed4b8ca980ebf0ab4a6c944c47691b15da0c992c10d1f21e15ec9c1f9,40,47
kertio,0x3AADA1DB9Ccf3CC10FC0A7335D61c04De1f5C91D,43f55ef93472f20f8dd0d53246bc84864b35210ac61b5ca847b87a0598bcfee0,40,47
DAppNodeRobb,0xf9Bf898bF2f41Ade970D9fF718d6027a217c491c,23bdc5bc619a20e4d637efe46e2def90dc3fb76f13dccd95c5a925f0801b26fb,40,46
LowFeeValidation,0xDa8b8A2d12327bFFa7eE3FDc2607367974e3fD39,305be0286858cc26f070d1189e95bb5e3931bdcb1c1c3ac36ee17982f26e3861,40,47
OracleUKandInfura,0xfF35af6Fff4B46fb3fc365D15D42376BCbc0f45A,85a634c2420e242ec68c36aa490e5d783c7af1cb3fb18a8a993279fe6b90ff56,40,46
CVJointOps,0xf389dD1F828525b449D63D14157f2d3A25eE0a41,86565e4efc9a3ca7ebc00f16533cc412b245ad98b67f272642737dee6fc123d3,40,46
hofe,0x86021413cF97879e3BBab2Eeda2fC00705A5881B,d772a6bcb5c9aadbfb579efe76394531e984d57126a0c3e788c0f4000ccf9cd3,40,46
stone,0x98829cbDf198e73403DCe52799fc23E7D2a003Ef,15c852fb65bb6e7f94ceac9b6e9998779c68f097443cff9059452a034def4981,40,46
SW33,0xd921c7dB4B214b418d127dCa55D039CF2a839382,09c34a4e9913c42d247651d27609131840ffc4650f923d73692bb7214f655e8c,40,46
Node75,0xf4Da6C8EC0eE7dd31A6c9CdD493536beA52b9188,f9bb69d2dcff6df955016623e41569c6e30fa63bd514320ad7343e4f839a15cf,40,46
id577,0x311944e80915b08248111173671093623Fd74851,1c9b7a1c7bbbc469d12a2ef8b786bcb0d9b409116b8baf5580c2a25de21f8dcc,40,47
carryyokey,0x2043fC83D3E031E80680a6e2FA52C5B1c85112b9,17d55e15d8a8ac9e91690cd12aa014254ebb9fa602a9ca74e49a591dc601ab12,40,47
UCrypto,0x3e304E9Ab1a50a82Da3950790E20c79f1E35d01E,b3230880a55c6ec5f53b39a7f71160287fd07293e286e6167d70bb6657d57425,40,47
LexD,0x89AD0cC2Dfe0c2082572fF7dbf121c7c79CA33B4,dda47eb74992fc89114f76d49463495b320983c016ede3536e9eefcf2a9dbbfc,40,47
SRG0,0x5cF3967b719552A0644d7EFe0bb980Be38DaAA18,db528b74795307171cf683916dfc9c255db007cbe1f685c64061aec3a9f441c1,40,47
cyphercore,0x2043fC83D3E031E80680a6e2FA52C5B1c85112b9,1a6c6a5027e8c12710d0dc4914fc1b6b076111958a599144ec8dc3a79668a980,40,47
BloxStaking,0xCf0603EA628cE30063118eb895c7fffd691363aD,6d5b66b4b5407c173e87ef104fc9b64df87528b38150629c10759e4e0c84a77b,40,47
CryptoKruzhok,0x7eD4717dBe0537c9A3d23D4093C0A8902A0031bB,bc8e6e8bd74d169f010250639f5e8da2aa92151c494a62ff02bcff7e41140779,40,47
cyphercore,0x2043fC83D3E031E80680a6e2FA52C5B1c85112b9,4b13093c32b1f12f3a17eb80c904db06c99f5cfef59a08659163a0cea887aeff,40,47
cyphercore,0x2043fC83D3E031E80680a6e2FA52C5B1c85112b9,6cef6761f822579a774efb41811868240ae6df6b874e7bcb767a154e3ccba84f,40,47
iTesting,0x075e8Fa000EBF3E1f62b38D136a9419055DE4aE5,ff83fc6f742e8fd15d1e31052ab0b284d487cbb1a2279a23c4cd7e05629077e2,40,46
Timkot,0x4eD2b3c68BB4fda084ce1591a210F4aC8b71234A,614b84ae7ce45f701267305a4aee103943b2bdb09092f8296df95941fefb44ff,40,46
ValiDiter,0x13e2926facD4e56A8F4412a945EA038F62dE22a5,b05b7fc288e7a1b5e22278e9bce59d2db1c143f662af303eec1cde89c2faf2a3,40,47
HashQuark,0x859D79Fd892BD8330873AF241023021880Ac3e95,1e4de5b8e379cdd2a83f41797f14705167313e3cfd9e697f791d4f630c3c0dbb,40,47
hashquark,0x75Ff81B7c738b7556079d1a63910008b9385C6F7,40ca0f34deef5d9bda74aefcb5e8cf8d1987f79e1548b5d0bd9c1abcb44afd7d,40,47
n0de,0x5a42d64029a5Cf2C8cd71Ae4075297f0c30BEdFF,7e43a4d0b3d15d64b566b48129533fa2825c6ddbc318ff02e5f8e2a0cbb9740f,40,46
ValidBlocks,0x0717a10bF2A82A7793223De45DAb655134e84e07,82b15de05d4d103d4218595f269c0a6fb7bd9a5cd312fef0947a5c1adb37ce43,40,47
Anonstake,0x2b96C5e63384fEE4848181Addd04C29B3A16Eb89,630ef151166d43e90199b2ba10da8776855f7b3b3d710033951517e60f6224cd,40,47
BloxStakingA,0x483428315001d60f8835b5b896B7580CdecD4216,c502246a2c0bd2c24ac36b67eca82b6fcbfeddac6945d0504017b3f1601dbaa3,40,47
asd,0x67Ce5c69260bd819B4e0AD13f4b873074D479811,87754d0708be2cf7e1d28ddd2c7ddd354cd0aa7434a6fcec3bac1cf8aa717e93,40,47
DoubleH,0x00b463CC980797bdEd4cc3Eb7F863DF2Dd36e347,d971ff96b6e752a4e4187a376f029562a4ece4218ab0ad10119db896e35f76b5,40,47
Nodemod,0xFa4bb4df6089Bf2816Fd067D4C98088e66a0E793,9796d4f830afe6906aaeee67fee02987433d9fe5c74bf1bae88d5c729b1c9d2a,40,47
Fitsu,0x60c6E78b45cB15B1CA063AE06BAC4Dd45a9ca65a,f3718816aa44bd3ca72183d1da2413f49e6e55cda0acf38dac1907ed69441711,40,47
studentmtk,0x1ba0C1648980dba412562A54b61dba860ECBF9Bd,bc0d89311151fe492f5c8cb9b2405e62bc375d95ace1b984f7d68640ab1b3c76,40,46
power,0x89987eC6234d63411a8E0f3EF9AE1A51468692d4,a9d7b7f05228bf3af301b07c7b5445e905cfed5b5137510d7f57132888d78183,40,46
Freewheeling,0x600874fDb758738239e8EdEA567529BDfE376132,014338e0cad579e03fcbb29321bf8e602a32e01ebcacacdeeaa5ae9d610faa1a,40,47
bingo228,0xE4D59b96AB6695b27DcbC5b33B01eD6b50F42524,25c5a10a7779476168d7e8fd4da823148db3fcd7398d487140df60bd1c79a8fa,40,46
MexanikSSV,0xC5769501088eBc07aaF4a2cB1B0304F58913e911,a52bea0de96ac17f7b9b02818bd1b7cae9ecdfa5d1bfe4e16a3dba0ff5e16f52,40,47
Laine,0x0AC51E75c52C73f0Dec48dd67A52CA7b113D9A9e,8b1025a1c35af88b65af6566c1e769773024aa87e3a044ef9312e2aeea380c26,40,46
XTCOMNode,0xF423Fa5FeE335a7261433a37460ff4fC82E7a349,7b403d21cf862b018079a594fbf7937a7eed3c613dd252a30ef82ca4799dbf9b,40,47
BorisAlkash,0x5F0e95e44aC94CC36147FBf41706d814d3186b63,051c6f3c14d5de5d0ca514cf2c68be2278167269e8a91b896f9b966c5e2bac4e,40,47
nameava,0x4E156B53F71D21B6279853926eE75758A89a4082,ddeb47c2d342f9eb22035918f5858b869b6d900c5c6a2e5a88594c11ef729cc5,40,47
Boris,0x7658650339e38C4CC254e60CB6bFC9255305d82a,b2e79fa0e8d704de27ef42f913a858190b3e91ad941e7fcd08c7b536e7f46ebe,40,47
ghotoman,0xCf0603EA628cE30063118eb895c7fffd691363aD,c9bbfeef09229c0b5af1af5241a06fb66c14918ac53426df82526615b5a0c15b,40,47
MACHINA,0x02576Ae2D4c433dD4309978E191c60323517fc24,b5b35198b1cf25c1b850592cb36578253148ec4f2a31ab1e8c7b7db7c084b448,40,47
palamar,0x7ecD57Cd38216Cb8772Ca09b3E6fb3d101C80593,d0d35dfaae2f70e6916aa7d583137162e11b8ce55be5aa7f7add9c46f36b6601,40,46
BVS,0x3A1ba77D470D82EC6b16111F28AE35bc63da2b65,464f0c4a72b058b3edd0d6d96bc7d487e62bf00bc34dffa3086050ba03f0a2ab,40,47
OlegSSVOperator,0x5c3d3f67bFA1e0f74E0e49E3ced5e4581bC582B7,74fc989da5539a2ec40dfde0518e24cea1c6b8c06bdc9433c28edd38fbaca57f,40,46
garos,0xb9AcaF3Fbf03241BB9246f9B0625dAC5782D1BeA,dccb6ddcb1bb54db8441bf8459e5ef7facd7df9c38724de29a237ccb5fe41706,40,47
Amalker,0x01f5EF280E8680c495c3C495ac835025FE563A23,30b61a94c4e22e7b9c7c06e5ad5b2f8a0efc9d3429d4e49521df31c9bae8e8c4,40,47
gleam,0xa4268faBd1F3d947A3F783925ec93B2AEF0e52d4,d3b7cab30ea3c9691997e610e0434c96f8e0345187aaffd4c606ca0065e17fee,40,47
TestNetRun,0x8D9A2f410be92Bc9B5790e607C7E32A5D1e086a2,fed8f6185887356fa9561b38cc70624757f650ad7e2f911ee1a3a213e778bde2,40,47
CryptoKruzhok,0x7eD4717dBe0537c9A3d23D4093C0A8902A0031bB,55d1875f0ab09588e2f628eb62faa981028306f53d81b861d534e87754640650,40,46
alexby,0x9146d4E5c29e58848E883489B093b6c0F7C1DFd6,776696e37ad00845963a85a503e48b496d2fb526adf6bc051efbfcb488415707,40,47
DELIGHT,0xC40B73D7969c3543fF6Fb00bf6CBA9382f88C5ac,a96c9e07bd6d75d32550f1a3b4c08c86dabc7e7a61d6c6961f77d39cfe0ad310,40,47
SSVM,0x91B597aD2FF79Cc5266e326ca728adfE44757c57,1ac03e2e5ccf32601512ae56214c921a8b6374feb2d99c0f9be3786072fb7b71,40,46
BVS,0x3A1ba77D470D82EC6b16111F28AE35bc63da2b65,78330284533c01ae1de696f0e523319c63b4a56d6443e9756fa984fb785764d6,40,47
Beleverest,0x33cff3687a3f0890D8903d1E951CaC29F0881DCE,593217080323a936c3fa840213c52cef6d3c017026c4db006c119e19becc8f0a,40,47
AmalkerNode,0x01f5EF280E8680c495c3C495ac835025FE563A23,02ad6e800cfc88f5134835a2ecf48432765efc7821fcdf8b413ccd35be78ca58,40,47
cyberomanov,0x0a64298e6247f3410C352B599a192d912B34ab7D,4a3893bd2aadd5871541a71c9efeed886036f03d975642651aaacb14ca061548,40,46
BestSSV,0x2dFE45B81f61aD6Cc1fe1459D77FF61659bC0A52,0889b9f2a257853ecf3f4f5e8ee30b356206620549c8283d10817a64785aca7e,40,47
Jetlife,0xdD8E898B37EAF390CF53790f2ea2CABeDac7afA2,ec20b76dfb56efe87f9c24d36c92c9ab32d4b2cf505e18b7c7ac00c646c4df84,40,47
ssvoperator,0x2dFE45B81f61aD6Cc1fe1459D77FF61659bC0A52,65716194dc649dd442d03b995a8c84d5e3f5cacfb53faf5a7301edd2901d1bc2,40,47
cyberomanovhtn,0x2BCdFC56c8334ea904143AC71C407eC71B6fff63,b60475ffde47f40e8df6df83877bbc557e64ca5161e88fed9bf20efef9d745df,40,46
SSVT,0xfcf03727718CCCAa55123EB6f21e57a60d972481,dc8a38e7b2fae76b69ae524b70ef445284581742a445bd79be60347956158977,40,46
SSVS,0x4e64c5AADdFa2f0274aA73367bEe6E3879b0F954,39e2e11290f5e2791f85f197488eb8604060e7e32b33b5812381048ebab8a688,40,46
STAVR,0xE6C851f63Ed6Eb582e74df1c0C55aE275AAe6BaB,985252b7e7cb5dd3bcb1da54ca4c9f7f3c8060bc97fad2f0f3edac5b6a532627,40,46
BELA,0x783641C83D392E16C7Bc1A5260539a8E2926a1C4,9cefa91fbdaf003545bd9f4402d92731f8db29ac047e444a6b1412c01d02c3fa,40,46
tanusha602,0x1F10312Ce8ED0BeF1fA16339a10C345283dA6130,0b274be0ba621a5d3cd46b3e280fdd40610060eb960b716116a0914a21f1dd8a,40,46
global,0x4bBd33B5300D7478CA7cBbB6962415286D697C3b,01cf6dd4a109867a851eecc8f391149830a7a27f3c889595d5d63ee27d4c1bae,40,46
skynode,0x934AA1913245B39d2bC3c50AF7D839F3c3a9952B,2495b10fa3ede7dba6a2f13429c2d1e9f29ab323b59f8029d2f52bdc622f17fd,40,47
keola,0xA04851705515510F22A443218ff0622092F17a38,b18c4a77dce292fb1e8ec72f0382677ec513ab0f55a21757af3a2a71fa956e1a,40,47
MOONNODE,0x2e5AA049aeBAFf3e158bD39D75E6d1863da95D4D,48d794e1be90e0137d39bf4d6d47976de56e1c5ce457e4998fe8ff4e46e6fc9c,40,47
MySSVOperator,0xc1993c35f584a6eaC90f62ca836d8014E5b82b00,54981d48e0003d55e929d6dd1cde32a3d5d383187aaf7f9dadb2773fc71b56a8,40,46
BloxStaking,0x63E0742f76D1FfE2Ab2B0B0f68087ae1a304551f,d857af7411ad44cf20173c9c05ef58b4c9fb1d5b43b443f55bb14cc23a9988a6,40,47
sergeik,0xD65D54B20f42b5410C4c44250EC371625Ed415d2,e31ec92d657eb1a36434db76f91f4cfa06762a6c36a6d48b869482a2b254c6d6,40,47
SAKURA,0x7Fe9885732aFaa1CEf3714830750ef2B504cCc04,fd67bf532a6460fd05be147b186684981ef29f9321fbc134f516dc300164edcb,40,47
SSR1,0x9Ca53d2679F8A5f1F863b0a620D3d100B21E063a,37350371322bc6decb8b481c2541db5ef875e83a1a1a449ce0b59317dad37f2a,40,47
Bloxstakingkunyoung,0x5E7BE09b8253C9668D1a7F9DBd73F0649b80feCc,6d9403707e3d600fa7762092e595ddd24f0b7cc427e63fb93300d5b2445b656e,40,47
SRG0Z10,0x9Ca53d2679F8A5f1F863b0a620D3d100B21E063a,d3498811e155f3ed8bdf053b8957dd29032ec8366b8a3d37787a18a8f7e2de90,40,47
WalDemaR,0xA6ca227e8339FfFB36ce47AE38A1c616dFCd245D,eb1edb589d414a9d2d98ee7571c7ebd820263bdbca822d36f6a5dbf2c0d2c16c,40,46
SRGDF,0x9Ca53d2679F8A5f1F863b0a620D3d100B21E063a,ea385730b1bece3af7c873e0b3194eea05e5b2c9a16ed589b16e519ea3359415,40,47
SRG0Z10,0x9Ca53d2679F8A5f1F863b0a620D3d100B21E063a,771adfbc77e507758e1ca519c83c501576ac03bca27380e73bee1b46a0dadd5e,40,47
Cardex,0x4f4237f29CFc9d3916CFe87302Cd1aB5eA6b92a7,d1202b3cc14989c5d8a05d40ff160f56170ce1bcbc51b71b11101d18a8c50128,40,47
DmitryNodePro,0x31532cb94Ea93E8b4aa88e58A278eBC6774C48F3,fbf2077c6568d45a5cf5bda19eb78b8900c835d4a39095e0eccb773c16a1944c,40,46
BASTA,0xDB6E8d92E66De74Ba85f42e1aBFf46fb461dfb1b,eb9aa351c801256040b4bc0e521fd31c21ee938808b37ec0e086f802ac460628,40,46
GSBFC,0x9Ca53d2679F8A5f1F863b0a620D3d100B21E063a,3c91c3d710d61d210598264697558a26d500223555cc151414243fdb3be26499,40,47
Chaim613,0x697f130862AaDe45Acc2A1bB0701458BE3969769,2914ad56c7b5b645cf128085ca93d078480199db675a73824c869347123775f9,40,47
AyaksOp,0x253A5aBBFaD89C08faaaCD24895b4FE735eA4A71,5cb556fbfcc4955da80ff471629f39d7a03699a8441ca8b1149fa929df3f039f,40,46
lirrato,0xb4EE962f90fC1ba210611Ea294E28CA3dC719c4F,5b1974fb3f899480dca08943e55bc4bd55b29510908bf8ee08ff7c60b3e6e389,40,47
Jin,0xd60059A65FceFB82beE55736123CadF4921B9052,202d5b4a3fb6ba2fdb69c1eb846d6ff194458607cc4aa489a8543eaec0774509,40,47
Cabanio,0xfb861dC0E7647ca48aae5ef4FDB718e4fd680077,35910e9cae87a43fc3c61f7076471c2597cc097250158d851c7752a47a0df3dd,40,47
BloxStaking,0x70AC21b740A4167Ddf1E5233e3869a358D5a2A7f,c5d754ec816dba1fd4d5f609a6b369eb709dc81005200359667e1938ddfac5ac,40,47
BloxStaking,0x2BC52D804490fAbC71E49A2EB9Da37C6516b97Fc,6451b19d710520c3e8afd09ae40bb1becb9735f6a08550dcc39ac0987a7051f1,40,47
Infinity,0xde3f7D9118F27dfE52041fCEe6C86d42888dA26b,202f1da9a4a31b74a8501f4c26651a42c4a1f48eedb10e1a8a18e38814acf296,40,47
